condition,scenario,planner,k_samples,episodes,successes,success_rate,success_wilson_low,success_wilson_high,final_distance_mean,cost_mean,control_ms_mean,control_ms_p95,collision_mean
gain_1p2,box_align_strict,mppi_hardmodel,128,30,0,0.0,0.0,0.11351339317396876,0.8787377666666667,16.868280000000002,0.09897326999999999,0.11449205,0.0
gain_1p2,box_align_strict,mppi_hardmodel,256,30,0,0.0,0.0,0.11351339317396876,0.8832407666666667,17.05583,0.11819616666666667,0.12375364999999999,0.0
gain_1p2,box_align_strict,mppi_hardmodel,512,30,0,0.0,0.0,0.11351339317396876,0.8839083,17.157453333333333,0.15821033333333334,0.16041465,0.0
gain_1p2,box_align_strict,soppi,128,30,11,0.36666666666666664,0.21873920806100708,0.5448643634520511,0.29173333333333334,5.294380666666667,0.26284603333333334,0.27274519999999997,0.0
gain_1p2,box_align_strict,soppi,256,30,6,0.2,0.0950510717728987,0.3730569641314825,0.2896001,4.172265333333334,0.36224413333333333,0.3688831,0.0
gain_1p2,box_align_strict,soppi,512,30,4,0.13333333333333333,0.053096554840547455,0.296813266820363,0.2909242,3.930338,0.5728096666666667,0.57944465,0.0
gain_1p2,box_align_strict,soppi_fast,128,30,15,0.5,0.33154125640533766,0.6684587435946623,0.2846399333333334,4.569349333333333,1.2415100000000001,1.262517,0.0
gain_1p2,box_align_strict,soppi_fast,256,30,22,0.7333333333333333,0.555520383048111,0.8581733668040368,0.27952736666666667,3.2057119999999997,1.3233026666666667,1.334571,0.0
gain_1p2,box_align_strict,soppi_fast,512,30,27,0.9,0.7437891742081593,0.9654001112526658,0.278781,2.7384126666666666,1.5167706666666667,1.5263165,0.0
gain_1p2,box_swivel,diff_mppi_1,128,30,25,0.8333333333333334,0.6643564949358398,0.9266345762815145,0.2526115,2.0770929333333332,0.8405796,0.88908445,0.0
gain_1p2,box_swivel,diff_mppi_1,256,30,28,0.9333333333333333,0.7867654163738308,0.9815229762087295,0.2264003,1.5383119333333333,0.8705372666666666,0.90583905,0.0
gain_1p2,box_swivel,diff_mppi_1,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.2115695,1.5466994666666667,0.9151361,0.9536547,0.0
gain_1p2,box_swivel,diff_mppi_3,128,30,25,0.8333333333333334,0.6643564949358398,0.9266345762815145,0.2519963,2.0641291666666666,2.370761,2.52754,0.0
