condition,scenario,planner,baseline,k_samples,paired_episodes,success_delta,success_delta_ci_low,success_delta_ci_high,final_distance_delta,final_distance_delta_ci_low,final_distance_delta_ci_high,candidate_only_successes,baseline_only_successes,mcnemar_p,mcnemar_holm_p
size_1p1,box_align_strict,diff_mppi_3,mppi,256,30,0.2,0.06666666666666667,0.3333333333333333,-0.01508356666666667,-0.020527531666666668,-0.009938310833333342,6,0,0.03125,1.0
size_1p1,box_align_strict,soppi_fast,mppi,256,30,0.16666666666666666,0.0,0.3333333333333333,-0.0045543666666666704,-0.007541925000000008,-0.0019137225000000046,6,1,0.125,1.0
size_1p1,box_align_strict,diff_mppi_3,mppi,512,30,0.06666666666666667,0.0,0.16666666666666666,-0.008370633333333329,-0.011671459999999995,-0.005543903333333331,2,0,0.5,1.0
size_1p1,box_align_strict,soppi_fast,mppi,512,30,0.06666666666666667,0.0,0.16666666666666666,-0.001749766666666667,-0.003221284166666667,-0.00032650666666666567,2,0,0.5,1.0
size_1p1,box_swivel,diff_mppi_3,mppi,128,30,0.0,0.0,0.0,-0.00296563333333333,-0.0053243883333333325,-0.0007885933333333329,0,0,1.0,1.0
size_1p1,box_swivel,soppi_fast,mppi,128,30,0.03333333333333333,0.0,0.1,-0.007695733333333332,-0.024005770833333325,0.001510959999999996,1,0,1.0,1.0
size_1p1,box_swivel,diff_mppi_3,mppi,256,30,0.0,0.0,0.0,-0.0024043,-0.0044100675,-0.00036411916666666527,0,0,1.0,1.0
size_1p1,box_swivel,soppi_fast,mppi,256,30,0.03333333333333333,0.0,0.1,-0.011904599999999996,-0.028142128333333325,-0.0028094783333333347,1,0,1.0,1.0
size_1p1,box_swivel,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,-0.0035554333333333308,-0.005522634166666663,-0.001598293333333331,0,0,1.0,1.0
size_1p1,box_swivel,soppi_fast,mppi,512,30,0.0,0.0,0.0,-0.0016589333333333325,-0.003641887500000002,0.00028481416666666727,0,0,1.0,1.0
tall_box,box_align_contact_arc,diff_mppi_3,mppi,128,30,-0.7,-0.8666666666666667,-0.5333333333333333,0.34726846666666666,0.26597252250000003,0.42601109083333333,0,21,9.5367431640625e-07,0.00033664703369140625
tall_box,box_align_contact_arc,soppi_fast,mppi,128,30,-0.13333333333333333,-0.3,0.03333333333333333,0.016927366666666666,-0.04628558583333334,0.08029245666666661,2,6,0.2890625,1.0
tall_box,box_align_contact_arc,diff_mppi_3,mppi,256,30,-0.7,-0.8666666666666667,-0.5333333333333333,0.33391190000000004,0.25386250833333335,0.4098320283333333,0,21,9.5367431640625e-07,0.00033664703369140625
tall_box,box_align_contact_arc,soppi_fast,mppi,256,30,-0.06666666666666667,-0.26666666666666666,0.13333333333333333,-0.008369333333333338,-0.07719977916666668,0.05839559416666666,4,6,0.75390625,1.0
tall_box,box_align_contact_arc,diff_mppi_3,mppi,512,30,-0.6666666666666666,-0.8333333333333334,-0.5,0.3257408666666667,0.2356225091666667,0.4184764383333332,0,20,1.9073486328125e-06,0.0006694793701171875
tall_box,box_align_contact_arc,soppi_fast,mppi,512,30,-0.16666666666666666,-0.36666666666666664,0.03333333333333333,0.051778399999999995,-0.05180215916666667,0.15416148833333332,3,8,0.2265625,1.0
tall_box,box_align_contact_loss,diff_mppi_3,mppi,128,30,-0.4,-0.6,-0.16666666666666666,0.30346966666666664,0.22111293416666666,0.38248946333333333,2,14,0.004180908203125,1.0
tall_box,box_align_contact_loss,soppi_fast,mppi,128,30,-0.06666666666666667,-0.3,0.16666666666666666,0.016511066666666668,-0.04007590583333335,0.07551922416666652,5,7,0.7744140625,1.0
tall_box,box_align_contact_loss,diff_mppi_3,mppi,256,30,-0.5666666666666667,-0.7666666666666667,-0.3333333333333333,0.3703926,0.29725398,0.43905636249999996,1,18,7.62939453125e-05,0.0251007080078125
tall_box,box_align_contact_loss,soppi_fast,mppi,256,30,0.13333333333333333,-0.06666666666666667,0.3333333333333333,-0.00144236666666665,-0.06867236749999998,0.06239318416666663,7,3,0.34375,1.0
tall_box,box_align_contact_loss,diff_mppi_3,mppi,512,30,-0.3333333333333333,-0.5666666666666667,-0.1,0.2870808,0.167557285,0.3944026591666666,3,13,0.021270751953125,1.0
tall_box,box_align_contact_loss,soppi_fast,mppi,512,30,0.23333333333333334,-0.03333333333333333,0.5,-0.016231433333333333,-0.12679819583333332,0.09504070999999997,12,5,0.143463134765625,1.0
tall_box,box_align_detour,diff_mppi_3,mppi,128,30,0.0,0.0,0.0,0.09653923333333332,0.020978136666666664,0.17744761083333319,0,0,1.0,1.0
tall_box,box_align_detour,soppi_fast,mppi,128,30,0.0,0.0,0.0,-0.03486226666666666,-0.1402063075,0.06555616999999998,0,0,1.0,1.0
tall_box,box_align_detour,diff_mppi_3,mppi,256,30,0.0,0.0,0.0,0.16635143333333333,0.09122328833333335,0.24124589833333326,0,0,1.0,1.0
tall_box,box_align_detour,soppi_fast,mppi,256,30,0.03333333333333333,0.0,0.1,0.11780076666666667,0.031659724166666674,0.20197240166666666,1,0,1.0,1.0
tall_box,box_align_detour,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,0.1593015,0.09862153166666666,0.22087693999999997,0,0,1.0,1.0
tall_box,box_align_detour,soppi_fast,mppi,512,30,0.03333333333333333,0.0,0.1,0.032730533333333346,-0.04853038166666666,0.10797065083333332,1,0,1.0,1.0
tall_box,box_align_strict,diff_mppi_3,mppi,128,30,-0.36666666666666664,-0.6,-0.13333333333333333,0.26713016666666667,0.1477585825,0.3790195908333333,3,14,0.012725830078125,1.0
tall_box,box_align_strict,soppi_fast,mppi,128,30,0.06666666666666667,-0.2,0.3333333333333333,-0.05029273333333333,-0.14929949166666664,0.049131013333333265,9,7,0.803619384765625,1.0
tall_box,box_align_strict,diff_mppi_3,mppi,256,30,-0.5666666666666667,-0.7333333333333333,-0.4,0.36491033333333334,0.2738504766666667,0.44862078083333323,0,17,1.52587890625e-05,0.0051422119140625
tall_box,box_align_strict,soppi_fast,mppi,256,30,0.0,-0.2,0.2,0.044793400000000004,-0.017639694166666657,0.11457586249999997,5,5,1.0,1.0
tall_box,box_align_strict,diff_mppi_3,mppi,512,30,-0.7333333333333333,-0.9,-0.5333333333333333,0.40919289999999997,0.3217258516666666,0.4887033874999999,1,23,2.9802322387695312e-06,0.0010281801223754883
tall_box,box_align_strict,soppi_fast,mppi,512,30,-0.06666666666666667,-0.23333333333333334,0.1,0.06057496666666667,0.001630791666666661,0.13192146333333316,2,4,0.6875,1.0
tall_box,box_swivel,diff_mppi_3,mppi,128,30,0.03333333333333333,0.0,0.1,-0.013242099999999998,-0.03496121666666666,-0.0014021491666666673,1,0,1.0,1.0
tall_box,box_swivel,soppi_fast,mppi,128,30,0.06666666666666667,0.0,0.16666666666666666,-0.019702999999999995,-0.04759620583333333,-0.0008377899999999967,2,0,0.5,1.0
tall_box,box_swivel,diff_mppi_3,mppi,256,30,0.0,0.0,0.0,-0.0033717666666666637,-0.005609179999999995,-0.001302985833333331,0,0,1.0,1.0
tall_box,box_swivel,soppi_fast,mppi,256,30,0.03333333333333333,0.0,0.1,-0.009507533333333333,-0.026639799999999998,-3.4815833333337595e-05,1,0,1.0,1.0
tall_box,box_swivel,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,-0.0033940666666666675,-0.005861054166666666,-0.0008841816666666691,0,0,1.0,1.0
tall_box,box_swivel,soppi_fast,mppi,512,30,0.0,0.0,0.0,-0.0025949000000000037,-0.004285146666666672,-0.0009386733333333359,0,0,1.0,1.0
wide_box,box_align_contact_arc,diff_mppi_3,mppi,128,30,0.03333333333333333,0.0,0.1,-0.0020535999999999944,-0.0033678991666666633,-0.0007936633333333305,1,0,1.0,1.0
wide_box,box_align_contact_arc,soppi_fast,mppi,128,30,0.03333333333333333,0.0,0.1,-5.989999999999422e-05,-0.0010332724999999924,0.0008292891666666693,1,0,1.0,1.0
wide_box,box_align_contact_arc,diff_mppi_3,mppi,256,30,0.03333333333333333,0.0,0.1,-0.003209366666666669,-0.004142244166666677,-0.0023479816666666705,1,0,1.0,1.0
wide_box,box_align_contact_arc,soppi_fast,mppi,256,30,0.03333333333333333,0.0,0.1,-0.0012078333333333283,-0.0018277691666666578,-0.0005888908333333294,1,0,1.0,1.0
wide_box,box_align_contact_arc,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,-0.003636866666666668,-0.0045970233333333345,-0.002657942499999997,0,0,1.0,1.0
wide_box,box_align_contact_arc,soppi_fast,mppi,512,30,0.0,0.0,0.0,-0.0005902333333333361,-0.001216237500000005,-1.4295000000011409e-05,0,0,1.0,1.0
wide_box,box_align_contact_loss,diff_mppi_3,mppi,128,30,0.7666666666666667,0.6,0.9,-0.009292299999999996,-0.012015834166666654,-0.006656448333333327,23,0,2.384185791015625e-07,8.487701416015625e-05
wide_box,box_align_contact_loss,soppi_fast,mppi,128,30,0.4666666666666667,0.26666666666666666,0.6666666666666666,-0.005292599999999997,-0.007857974166666663,-0.002756851666666666,15,1,0.000518798828125,0.162384033203125
wide_box,box_align_contact_loss,diff_mppi_3,mppi,256,30,0.8333333333333334,0.7,0.9666666666666667,-0.009469833333333337,-0.011621312500000007,-0.007360790000000001,25,0,5.960464477539063e-08,2.1338462829589844e-05
wide_box,box_align_contact_loss,soppi_fast,mppi,256,30,0.6,0.43333333333333335,0.7666666666666667,-0.005910599999999999,-0.00754236833333333,-0.004276404166666669,18,0,7.62939453125e-06,0.00260162353515625
wide_box,box_align_contact_loss,diff_mppi_3,mppi,512,30,0.8666666666666667,0.7333333333333333,0.9666666666666667,-0.010001900000000006,-0.011656326666666678,-0.008291385833333338,26,0,2.9802322387695312e-08,1.0699033737182617e-05
wide_box,box_align_contact_loss,soppi_fast,mppi,512,30,0.6666666666666666,0.5,0.8333333333333334,-0.007793400000000004,-0.009305969166666676,-0.006242271666666678,20,0,1.9073486328125e-06,0.0006694793701171875
wide_box,box_align_detour,diff_mppi_3,mppi,128,30,0.0,0.0,0.0,-0.02691266666666667,-0.031138538333333337,-0.02261055083333333,0,0,1.0,1.0
wide_box,box_align_detour,soppi_fast,mppi,128,30,0.0,0.0,0.0,-0.011001100000000002,-0.0141024125,-0.007837059166666672,0,0,1.0,1.0
wide_box,box_align_detour,diff_mppi_3,mppi,256,30,0.0,0.0,0.0,-0.035799333333333336,-0.039549372500000006,-0.03240950416666667,0,0,1.0,1.0
wide_box,box_align_detour,soppi_fast,mppi,256,30,0.0,0.0,0.0,-0.011992099999999997,-0.013850013333333324,-0.010004117499999998,0,0,1.0,1.0
wide_box,box_align_detour,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,-0.03723036666666667,-0.040222726666666674,-0.034190907500000006,0,0,1.0,1.0
wide_box,box_align_detour,soppi_fast,mppi,512,30,0.0,0.0,0.0,-0.012549666666666666,-0.014100622499999996,-0.011038526666666671,0,0,1.0,1.0
wide_box,box_align_strict,diff_mppi_3,mppi,128,30,0.6666666666666666,0.5,0.8333333333333334,-0.03421396666666667,-0.07794304583333336,-0.00938664166666667,20,0,1.9073486328125e-06,0.0006694793701171875
wide_box,box_align_strict,soppi_fast,mppi,128,30,0.4666666666666667,0.3,0.6333333333333333,-0.050417600000000014,-0.11299882833333334,-0.006262947500000017,14,0,0.0001220703125,0.039794921875
wide_box,box_align_strict,diff_mppi_3,mppi,256,30,0.5333333333333333,0.36666666666666664,0.7,-0.007949699999999997,-0.010057450833333328,-0.005892028333333332,16,0,3.0517578125e-05,0.01019287109375
wide_box,box_align_strict,soppi_fast,mppi,256,30,0.4,0.2,0.6,-0.0039544999999999945,-0.005293074999999994,-0.002667919999999998,13,1,0.0018310546875,0.560302734375
wide_box,box_align_strict,diff_mppi_3,mppi,512,30,0.6666666666666666,0.5,0.8333333333333334,-0.008442733333333329,-0.010178209999999995,-0.006672269166666657,20,0,1.9073486328125e-06,0.0006694793701171875
wide_box,box_align_strict,soppi_fast,mppi,512,30,0.6333333333333333,0.4666666666666667,0.8,-0.004561866666666661,-0.006049894999999994,-0.003208858333333325,19,0,3.814697265625e-06,0.001312255859375
wide_box,box_swivel,diff_mppi_3,mppi,128,30,0.03333333333333333,0.0,0.1,-0.0055588,-0.014383560833333333,-0.0003806258333333311,1,0,1.0,1.0
wide_box,box_swivel,soppi_fast,mppi,128,30,0.06666666666666667,0.0,0.16666666666666666,-0.012618366666666665,-0.03219382166666667,-0.0005693975,2,0,0.5,1.0
wide_box,box_swivel,diff_mppi_3,mppi,256,30,0.0,0.0,0.0,-0.003140800000000003,-0.0048823425000000045,-0.0013178150000000065,0,0,1.0,1.0
wide_box,box_swivel,soppi_fast,mppi,256,30,0.03333333333333333,0.0,0.1,-0.0106748,-0.02740555833333333,-0.0016072358333333373,1,0,1.0,1.0
wide_box,box_swivel,diff_mppi_3,mppi,512,30,0.0,0.0,0.0,-0.0023186333333333337,-0.003911167499999999,-0.0006937458333333353,0,0,1.0,1.0
wide_box,box_swivel,soppi_fast,mppi,512,30,0.0,0.0,0.0,-0.0005645666666666688,-0.0017670116666666659,0.0006329466666666647,0,0,1.0,1.0
